tweet;manual_label;tweet_cleaned_id;tweet_preprocessed
Kisah-kisah di Balik Tilang Elektronik, Pelanggar Pertama adalah Polisi hingga Pengendara Tekuk Pelat Nomor https://t.co/pFbQdUWIPb;1;kisahkisah di balik tilang elektronik pelanggar pertama adalah polisi hingga pengendara tekuk pelat nomor ;['kisahkisah', 'di', 'balik', 'tilang', 'elektronik', 'langgar', 'pertama', 'adalah', 'polisi', 'hingga', 'kendara', 'tekuk', 'pelat', 'nomor']
Tidak Mau Ditilang e-TLE, Pengemudi Mobil Tutup Pelat Nomor Pakai Lakban https://t.co/SpvLoUB0e2;0;tidak mau ditilang etle pengemudi mobil tutup pelat nomor pakai lakban ;['tidak', 'mau', 'tilang', 'etle', 'kemudi', 'mobil', 'tutup', 'pelat', 'nomor', 'pakai', 'lakban']
"Pemantauan arus lalu lintas Kota Pekanbaru&amp; ETLE, melalui CCTV RTMC Ditlantas Polda Riau
Rabu (02/11) Malam 

@HumasPoldaRiau @DivHumas_Polri @indo_pol @infoPKU @infoRIAU @NTMCLantasPolri @irsmm_korlantas @roadsafetymedia

#StopPelanggaranStopKecelakaanKeselamatanUntukKemanusiaan https://t.co/GjnviD320P";1;pemantauan arus lalu lintas kota pekanbarudan etle melalui cctv rtmc ditlantas polda riau rabu  malam          ;['pantau', 'arus', 'lalu', 'lintas', 'kota', 'pekanbarudan', 'etle', 'lalu', 'cctv', 'rtmc', 'ditlantas', 'polda', 'riau', 'rabu', 'malam']
"Kamera tilang elektronik dikabarkan akan jadi lebih canggih, bisa ngedeteksi pengendara yang gak punya SIM

Kira2 kalo SIM nya nembak bisa kedeteksi juga gak yaa?";1;kamera tilang elektronik dikabarkan akan jadi lebih canggih bisa ngedeteksi pengendara yang gak punya sim kira kalo sim nya nembak bisa kedeteksi juga gak yaa;['kamera', 'tilang', 'elektronik', 'kabar', 'akan', 'jadi', 'lebih', 'canggih', 'bisa', 'ngedeteksi', 'kendara', 'yang', 'tidak', 'punya', 'sim', 'kira', 'kalau', 'sim', 'nya', 'nyata', 'cinta', 'bisa', 'deteksi', 'juga', 'tidak', 'yaa']
@detikcom Sementara itu ada petugas yang belum tahu (entah pura-pura atau beneran) bisa bayar tilang via transfer ke layanan etilang. Mudah, cepat dan terarah.;1; sementara itu ada petugas yang belum tahu entah purapura atau beneran bisa bayar tilang via transfer ke layanan etilang mudah cepat dan terarah;['sementara', 'itu', 'ada', 'tugas', 'yang', 'belum', 'tahu', 'entah', 'purapura', 'atau', 'beneran', 'bisa', 'bayar', 'tilang', 'via', 'transfer', 'ke', 'layan', 'etilang', 'mudah', 'cepat', 'dan', 'arah']
@Glycolysiss @UGM_FESS Ada tilang elektronik tapi kalau razia ada polisi yang jaga nanti di titik-titik khusus. Saran lewat jalan pintas misal selokan arah UGM https://t.co/NvM39Gr6m4;1;  ada tilang elektronik tapi kalau razia ada polisi yang jaga nanti di titiktitik khusus saran lewat jalan pintas misal selokan arah ugm ;['ada', 'tilang', 'elektronik', 'tapi', 'kalau', 'razia', 'ada', 'polisi', 'yang', 'jaga', 'nanti', 'di', 'titiktitik', 'khusus', 'saran', 'lewat', 'jalan', 'pintas', 'misal', 'selokan', 'arah', 'ugm']
Mulai hari ini, Tilang ETLE Mobile Diterapkan di Pekanbaru https://t.co/YfLxGUMXNY;1;mulai hari ini tilang etle mobile diterapkan di pekanbaru ;['mulai', 'hari', 'ini', 'tilang', 'etle', 'mobile', 'terap', 'di', 'pekanbaru']
WKWKWK beneran kena etle 😵‍💫😵‍💫;0;wkwkwk beneran kena etle ;['tertawa', 'beneran', 'kena', 'etle']
"Ternyata ada programnya, e-TLE mobile. Mudah-mudahan pelaksanaan maksimal.

Ga usah jauh-jauh naikin harga jalan tol, nertibin pengguna jalan tol dulu aja.

Ga cuma meningkatkan keselamatan tapi juga (mungkin) bikin orang semakin tertarik naik KA 

https://t.co/RQkuGhY6Qs";1;ternyata ada programnya etle mobile mudahmudahan pelaksanaan maksimal ga usah jauhjauh naikin harga jalan tol nertibin pengguna jalan tol dulu aja ga cuma meningkatkan keselamatan tapi juga mungkin bikin orang semakin tertarik naik ka ;['nyata', 'ada', 'program', 'etle', 'mobile', 'mudahmudahan', 'laksana', 'maksimal', 'tidak', 'perlu', 'jauhjauh', 'naikin', 'harga', 'jalan', 'tol', 'nertibin', 'guna', 'jalan', 'tol', 'dulu', 'saja', 'tidak', 'cuma', 'tingkat', 'selamat', 'tapi', 'juga', 'mungkin', 'bikin', 'orang', 'makin', 'tarik', 'naik', 'kakak']
“Untuk ETLE mobile, plusnya selain bebas dari pungli, kadang-kadang tilang manual bikin macet juga. ETLE mobile bikin jalan lebih lega,” kata Marco. https://t.co/p7g6pRmPDz;1;“untuk etle mobile plusnya selain bebas dari pungli kadangkadang tilang manual bikin macet juga etle mobile bikin jalan lebih lega” kata marco ;['', 'untuk', 'etle', 'mobile', 'plus', 'selain', 'bebas', 'dari', 'pungut', 'liar', 'kadangkadang', 'tilang', 'manual', 'bikin', 'macet', 'juga', 'etle', 'mobile', 'bikin', 'jalan', 'lebih', 'lega', '', 'kata', 'marco']
@humaspoldajbr malem min. Mau tanya suami saya kena etilang pada tgl 22 okt sudah melakukan konfirmasi ke web tapi sampai saat ini blm ada balasan ke email dan sms gmn ya min?;1; malem min mau tanya suami saya kena etilang pada tgl  okt sudah melakukan konfirmasi ke web tapi sampai saat ini blm ada balasan ke email dan sms gmn ya min;['malam', 'min', 'mau', 'tanya', 'suami', 'saya', 'kena', 'etilang', 'pada', 'tanggal', 'okt', 'sudah', 'laku', 'konfirmasi', 'ke', 'web', 'tapi', 'sampai', 'saat', 'ini', 'belum', 'ada', 'balas', 'ke', 'email', 'dan', 'sms', 'bagaimana', 'iya', 'min']
"Berapa persen wilayah DKI Jakarta yg sudah terpasang CCTV  e-TLE, apakah akan meluas hingga pinggiran Jakarta ?

[TALK] Kabag Ops Ditlantas, AKBP Karosekali https://t.co/d7hvWaN6wX";1;berapa persen wilayah dki jakarta yg sudah terpasang cctv etle apakah akan meluas hingga pinggiran jakarta  talk kabag ops ditlantas akbp karosekali ;['berapa', 'persen', 'wilayah', 'dki', 'jakarta', 'yang', 'sudah', 'pasang', 'cctv', 'etle', 'apakah', 'akan', 'luas', 'hingga', 'pinggir', 'jakarta', 'talk', 'kepala', 'bagi', 'ops', 'ditlantas', 'akbp', 'karosekali']
Iseng ngecek history E-TLE, alhamdulillah bersih dari dosa-dosa pelanggaran lalu lintas.. Salam Presisi!! https://t.co/XBU0M6Rh3y;2;iseng ngecek history etle alhamdulillah bersih dari dosadosa pelanggaran lalu lintas salam presisi ;['iseng', 'ngecek', 'history', 'etle', 'alhamdulillah', 'bersih', 'dari', 'dosadosa', 'langgar', 'lalu', 'lintas', 'salam', 'presisi']
"BKO Lantas Polsek Kunto Ds melaksanakan Giat Penegakan Hukum Lantas secara Humanis dengan Pemanfaatan ETLE di Wilhum Polsek Kunto Darussalam.

@upank_pangucap
@dikyasa_rohul2
@HumasPoldaRiau 
@ResRohul
@Polripresisi

#polripresisi
#polisi_indonesia https://t.co/nGxsIh5pYV";1;bko lantas polsek kunto ds melaksanakan giat penegakan hukum lantas secara humanis dengan pemanfaatan etle di wilhum polsek kunto darussalam        ;['bko', 'lantas', 'polsek', 'kunto', 'ds', 'laksana', 'giat', 'tega', 'hukum', 'lantas', 'cara', 'humanis', 'dengan', 'manfaat', 'etle', 'di', 'wilhum', 'polsek', 'kunto', 'darussalam']
"Bhabinkamtibmas AIPDA JK. PASARIBU menghimbau kepada Masyarakat agar mendownload aplikasi super polri app di play store untuk mendapatkan pelayanan online sbb : 
1. Pengaduan Masyarakat
2. SIM Online
3. Pengurusan STNK Online
4. Tilang Online ( ETLE )
5. SP2HP Online
6. SKCK https://t.co/p6rOvabpTm";1;bhabinkamtibmas aipda jk pasaribu menghimbau kepada masyarakat agar mendownload aplikasi super polri app di play store untuk mendapatkan pelayanan online sbb   pengaduan masyarakat  sim online  pengurusan stnk online  tilang online  etle   sphp online  skck ;['bhabinkamtibmas', 'aipda', 'jk', 'pasaribu', 'menghimbau', 'kepada', 'masyarakat', 'agar', 'mendownload', 'aplikasi', 'super', 'polri', 'app', 'di', 'play', 'store', 'untuk', 'dapat', 'layan', 'online', 'bagai', 'ikut', 'adu', 'masyarakat', 'sim', 'online', 'urus', 'stnk', 'online', 'tilang', 'online', 'etle', 'sphp', 'online', 'skck']
Mulai Besok, Polda Metro Jaya Uji Coba Tilang Elektronik Mobile https://t.co/Q2HPSev2Y2;1;mulai besok polda metro jaya uji coba tilang elektronik mobile ;['mulai', 'besok', 'polda', 'metro', 'jaya', 'uji', 'coba', 'tilang', 'elektronik', 'mobile']
Nah...biar tilangnya via ETLE aja. 😂😂;2;nahbiar tilangnya via etle aja ;['nahbiar', 'tilang', 'via', 'etle', 'saja']
Tribunus Bali -  Bhabinkamtibmas Polsek Blahbatuh Sosialisasikan ETLE https://t.co/5AS7L27jYk;1;tribunus bali  bhabinkamtibmas polsek blahbatuh sosialisasikan etle ;['tribunus', 'bal', 'bhabinkamtibmas', 'polsek', 'blahbatuh', 'sosialisasi', 'etle']
"Kapolres Bojonegoro Minta Polantas Optimalkan ETLE dan Tidak Lakukan Tilang Manual
. 
Simak selengkapnya di: 
. 
https://t.co/B0XifSqWDc
. 
#bojonegoro  #beritabojonegoro  #beritabojonegorocom  #news  #berita  #polisi  #satlantas  #polantas  #polisilalulintas  #kapolres  #etle";1;kapolres bojonegoro minta polantas optimalkan etle dan tidak lakukan tilang manual  simak selengkapnya di              ;['kapolres', 'bojonegoro', 'minta', 'polisi', 'lalu', 'lintas', 'optimal', 'etle', 'dan', 'tidak', 'laku', 'tilang', 'manual', 'simak', 'lengkap', 'di']
"Satlantas Polresta Bandung akan menerapkan penegakan hukum terhadap pelanggar lalu lintas secara elektronik atau ETLE (Elektronic Traffic Law Enforcement) pada, 4 Desember 2022 mendatang. Hal tersebut diberlakukan di seluruh wilayah Kabupaten Bandung.

#MGTRADIO #MGTNews #MGTPlay https://t.co/ZDewK8DOhd";1;satlantas polresta bandung akan menerapkan penegakan hukum terhadap pelanggar lalu lintas secara elektronik atau etle elektronic traffic law enforcement pada  desember  mendatang hal tersebut diberlakukan di seluruh wilayah kabupaten bandung    ;['satlantas', 'polresta', 'bandung', 'akan', 'terap', 'tega', 'hukum', 'hadap', 'langgar', 'lalu', 'lintas', 'cara', 'elektronik', 'atau', 'etle', 'elektronic', 'traffic', 'law', 'enforcement', 'pada', 'desember', 'datang', 'hal', 'sebut', 'laku', 'di', 'seluruh', 'wilayah', 'kabupaten', 'bandung']
"Rawan Razia! Inilah Titik Operasi Zebra Progo 2022 di Wilayah Sleman Diantaranya Menerapkan Tilang Elektronik
https://t.co/GzB8hhlTzX";1;rawan razia inilah titik operasi zebra progo  di wilayah sleman diantaranya menerapkan tilang elektronik ;['rawan', 'razia', 'ini', 'titik', 'operasi', 'zebra', 'progo', 'di', 'wilayah', 'sleman', 'antara', 'terap', 'tilang', 'elektronik']
Mulai 14 November, Bengkulu Terapkan Tilang Elektronik, Maksimalkan ETLE Mobile https://t.co/u7mPP9vA0e;1;mulai  november bengkulu terapkan tilang elektronik maksimalkan etle mobile ;['mulai', 'november', 'bengkulu', 'terap', 'tilang', 'elektronik', 'maksimal', 'etle', 'mobile']
@siapkawalpolri @ListyoSigitP Nah awal yg bagus nih! Saya yakin jika tilang manual ditiadakan dan e-tilang sebagai gantinya, perlalu lintasan akan menjadi efektif. Yuk pak @ListyoSigitP segera terapkan e tilang tersebut di seluruh daerah di Indonesia. Semakin cepat semakin baik.🔥;2;  nah awal yg bagus nih saya yakin jika tilang manual ditiadakan dan etilang sebagai gantinya perlalu lintasan akan menjadi efektif yuk pak  segera terapkan e tilang tersebut di seluruh daerah di indonesia semakin cepat semakin baik;['nah', 'awal', 'yang', 'bagus', 'ini', 'saya', 'yakin', 'jika', 'tilang', 'manual', 'tiada', 'dan', 'etilang', 'bagai', 'ganti', 'lalu', 'lintas', 'akan', 'jadi', 'efektif', 'yuk', 'pak', 'segera', 'terap', 'e', 'tilang', 'sebut', 'di', 'seluruh', 'daerah', 'di', 'indonesia', 'makin', 'cepat', 'makin', 'baik']
"Dalam rangka pengamanan puncak forum KTT G20 di Bali, 8 kamera ETLE dipasang di sejumlah titik. Yang dilengkapi kamera face recognation yang bisa mendeteksi wajah, dan kamera plate connection untuk melacak identitas pemilik mobil. #SiapKawalPolri 

https://t.co/ABpGCzyWln";1;dalam rangka pengamanan puncak forum ktt g di bali  kamera etle dipasang di sejumlah titik yang dilengkapi kamera face recognation yang bisa mendeteksi wajah dan kamera plate connection untuk melacak identitas pemilik mobil  ;['dalam', 'rangka', 'aman', 'puncak', 'forum', 'ktt', 'g', 'di', 'bal', 'kamera', 'etle', 'pasang', 'di', 'jumlah', 'titik', 'yang', 'lengkap', 'kamera', 'face', 'recognation', 'yang', 'bisa', 'deteksi', 'wajah', 'dan', 'kamera', 'plate', 'connection', 'untuk', 'lacak', 'identitas', 'milik', 'mobil']
"Km18 jagorawi arah Bogor calon"" dipasang cctv etle👌🏻";1;km jagorawi arah bogor calon dipasang cctv etle;['kamu', 'jagorawi', 'arah', 'bogor', 'calon', 'pasang', 'cctv', 'etle']
@siapkawalpolri @ListyoSigitP Sepakat banget, e-tilang ini bisa membuat pungli hilang. Semoga kedepannya e-tilang ini bisa efektif @ListyoSigitP;2;  sepakat banget etilang ini bisa membuat pungli hilang semoga kedepannya etilang ini bisa efektif ;['sepakat', 'banget', 'etilang', 'ini', 'bisa', 'buat', 'pungut', 'liar', 'hilang', 'moga', 'depan', 'etilang', 'ini', 'bisa', 'efektif']
Pantau E-TLE, Kapolda Metro Jaya Minta Pelat RF Ditindak https://t.co/uhul5UyfAM https://t.co/FWgzn3cDBS;2;pantau etle kapolda metro jaya minta pelat rf ditindak  ;['pantau', 'etle', 'kapolda', 'metro', 'jaya', 'minta', 'pelat', 'rf', 'tindak']
"#Repost @rorenapoldasumsel
• • • • • •
Sosialisasi Dipa TA.2023 dan progres pembangunan ETLE di polres/tabes jajaran polda Sumsel yang dipimping langsung oleh Bapak Wakapolda Sumsel Brigjen Pol Rudi setiawan, S.Ik, SH, MH di gedung presisi lantai 7 Polda Sumsel. https://t.co/g00EAI9p11";1;  • • • • • • sosialisasi dipa ta dan progres pembangunan etle di polrestabes jajaran polda sumsel yang dipimping langsung oleh bapak wakapolda sumsel brigjen pol rudi setiawan sik sh mh di gedung presisi lantai  polda sumsel ;['', '', '', '', '', '', 'sosialisasi', 'dipa', 'ta', 'dan', 'progres', 'bangun', 'etle', 'di', 'polrestabes', 'jajar', 'polda', 'sumsel', 'yang', 'pimping', 'langsung', 'oleh', 'bapak', 'wakapolda', 'sumsel', 'brigjen', 'pol', 'rudi', 'setiawan', 'sik', 'sh', 'mh', 'di', 'gedung', 'presisi', 'lantai', 'polda', 'sumsel']
"Khusus ETLE Jl. Teuku Umar ~ Imam Bonjol (Simpang Buagan) sudah dilaksanakan penindakan hukum sejak Bulan Februari 2022.

Ayo budayakan tertib berlalulintas";1;khusus etle jl teuku umar  imam bonjol simpang buagan sudah dilaksanakan penindakan hukum sejak bulan februari  ayo budayakan tertib berlalulintas;['khusus', 'etle', 'jl', 'teuku', 'umar', 'imam', 'bonjol', 'simpang', 'buagan', 'sudah', 'laksana', 'tindak', 'hukum', 'sejak', 'bulan', 'februari', 'ayo', 'budaya', 'tertib', 'berlalulintas']
"Sewaktu masih pake sistem tilang manual, pada protes dan gak suka. Rawan korup, bikin kagok jalan, dan lain sebagainya.

Terus mulai diberlakukan tilang elektronik. Seribu jurus dilakukan buat ngakalin aturan.

Padahal ya tinggal patuhi aturan. Kan gak aneh-aneh juga aturannya...";2;sewaktu masih pake sistem tilang manual pada protes dan gak suka rawan korup bikin kagok jalan dan lain sebagainya terus mulai diberlakukan tilang elektronik seribu jurus dilakukan buat ngakalin aturan padahal ya tinggal patuhi aturan kan gak anehaneh juga aturannya;['waktu', 'masih', 'pakai', 'sistem', 'tilang', 'manual', 'pada', 'protes', 'dan', 'tidak', 'suka', 'rawan', 'korupsi', 'bikin', 'kagok', 'jalan', 'dan', 'lain', 'bagai', 'terus', 'mulai', 'laku', 'tilang', 'elektronik', 'ribu', 'jurus', 'laku', 'buat', 'ngakalin', 'atur', 'padahal', 'iya', 'tinggal', 'patuh', 'atur', 'kan', 'tidak', 'anehaneh', 'juga', 'atur']
"Bripka Sandy KH, SH personil Unit Lantas Polsek Karawaci berikan sosialisasi terkait Etle dan menghimbau untuk tetap menaati rambu dan tertib berlalu-lintas demi kenyamanan dan keselamatan bersama di Jalan. (12/12).
https://t.co/3Z9qgHHg8k";1;bripka sandy kh sh personil unit lantas polsek karawaci berikan sosialisasi terkait etle dan menghimbau untuk tetap menaati rambu dan tertib berlalulintas demi kenyamanan dan keselamatan bersama di jalan  ;['bripka', 'sandy', 'kh', 'sh', 'personil', 'unit', 'lantas', 'polsek', 'karawaci', 'ikan', 'sosialisasi', 'kait', 'etle', 'dan', 'menghimbau', 'untuk', 'tetap', 'taat', 'rambu', 'dan', 'tertib', 'berlalulintas', 'demi', 'nyaman', 'dan', 'selamat', 'sama', 'di', 'jalan']
"@PRFMnews @dishubkotabdg Andai ada ""ETLE"" untuk petugas yang malas kerja 🤔";2;  andai ada etle untuk petugas yang malas kerja ;['andai', 'ada', 'etle', 'untuk', 'tugas', 'yang', 'malas', 'kerja']
Begini Cara Mudah Membayar Denda Tilang ETLE Hanya dengan Sentuhan Tangan https://t.co/uCCxuLOc7I;1;begini cara mudah membayar denda tilang etle hanya dengan sentuhan tangan ;['begini', 'cara', 'mudah', 'bayar', 'denda', 'tilang', 'etle', 'hanya', 'dengan', 'sentuh', 'tangan']
@detikcom Emg 11-12 si masyarakat sm Polisinya, d bikin tilang elektronik, biar gada polisi pungli tp pengendaranyaa pd curang. D bikin lg tilang manual tp polisinya yg pd pungli. Ya emg susah si, gimana mau maju dr hal kecil aja berantakan.;0; emg  si masyarakat sm polisinya d bikin tilang elektronik biar gada polisi pungli tp pengendaranyaa pd curang d bikin lg tilang manual tp polisinya yg pd pungli ya emg susah si gimana mau maju dr hal kecil aja berantakan;['emg', 'si', 'masyarakat', 'sm', 'polisi', 'di', 'bikin', 'tilang', 'elektronik', 'supaya', 'tidak', 'ada', 'polisi', 'pungut', 'liar', 'tapi', 'pengendaranyaa', 'pada', 'curang', 'di', 'bikin', 'lagi', 'tilang', 'manual', 'tapi', 'polisi', 'yang', 'pada', 'pungut', 'liar', 'iya', 'emg', 'susah', 'si', 'bagaimana', 'mau', 'maju', 'dr', 'hal', 'kecil', 'saja', 'beranta']
Kegiatan Sosialisasi Penerapan Elektonic Traffic for Law Eforcement (E-TLE), Polda Sumsel melalui Ditlantas roadsow ke kabupaten kota. bertempat di Aula Wira satya Polres Pagaralam, tim sosialisasi e-TLE menyampaikan paparan mengenai penerpaan program ini. https://t.co/XJQ1n8iqnu;1;kegiatan sosialisasi penerapan elektonic traffic for law eforcement etle polda sumsel melalui ditlantas roadsow ke kabupaten kota bertempat di aula wira satya polres pagaralam tim sosialisasi etle menyampaikan paparan mengenai penerpaan program ini ;['giat', 'sosialisasi', 'terap', 'elektonic', 'traffic', 'for', 'law', 'eforcement', 'etle', 'polda', 'sumsel', 'lalu', 'ditlantas', 'roadsow', 'ke', 'kabupaten', 'kota', 'tempat', 'di', 'aula', 'wira', 'satya', 'polres', 'pagaralam', 'tim', 'sosialisasi', 'etle', 'sampai', 'papar', 'kena', 'terpa', 'program', 'ini']
"Kalau kena tilang elektronik, ya udah proses secara online aja semua, bayar denda maksimalnya dan kalau kelebihan, bisa diminta balik uangnya. Gimana? cek di sini, ya!

Baca ""Cara Mudah Proses Pengembalian Kelebihan Dana Tilang Elektronik"" di sini 👇👇👇

https://t.co/L3L02lftPu https://t.co/jKvo1RzKAq";1;kalau kena tilang elektronik ya udah proses secara online aja semua bayar denda maksimalnya dan kalau kelebihan bisa diminta balik uangnya gimana cek di sini ya baca cara mudah proses pengembalian kelebihan dana tilang elektronik di sini   ;['kalau', 'kena', 'tilang', 'elektronik', 'iya', 'sudah', 'proses', 'cara', 'online', 'saja', 'semua', 'bayar', 'denda', 'maksimal', 'dan', 'kalau', 'lebih', 'bisa', 'minta', 'balik', 'uang', 'bagaimana', 'cek', 'di', 'sini', 'iya', 'baca', 'cara', 'mudah', 'proses', 'kembali', 'lebih', 'dana', 'tilang', 'elektronik', 'di', 'sini']
"Jenis-jenis pelanggaran yang bisa ke e-tilang disebutkan dalam Undang-Undang Nomor 22 Tahun 2009 tentang Lalu Lintas dan Angkutan Jalan.

https://t.co/QisjrJArfj";1;jenisjenis pelanggaran yang bisa ke etilang disebutkan dalam undangundang nomor  tahun  tentang lalu lintas dan angkutan jalan ;['jenisjenis', 'langgar', 'yang', 'bisa', 'ke', 'etilang', 'sebut', 'dalam', 'undangundang', 'nomor', 'tahun', 'tentang', 'lalu', 'lintas', 'dan', 'angkut', 'jalan']
"Siap-Siap Wargi Bandung!
Bakal Berlaku di Bandung! Seberapa Efektifkah Tilang Elektronik?
#Bandung #E-Tilang #ETLE #Mobil #Motor #Polisi #Tilang
https://t.co/IHGEwhyHOF";1;siapsiap wargi bandung bakal berlaku di bandung seberapa efektifkah tilang elektronik  tilang      ;['siapsiap', 'wargi', 'bandung', 'akan', 'laku', 'di', 'bandung', 'berapa', 'efektif', 'tilang', 'elektronik', 'tilang']
Ribuan Pelanggaran Hari Pertama Penindakan ETLE di Batam https://t.co/IDpXz9ZmEn lewat @BarakataId;0;ribuan pelanggaran hari pertama penindakan etle di batam  lewat ;['ribu', 'langgar', 'hari', 'pertama', 'tindak', 'etle', 'di', 'batam', 'lewat']
@tanyarlfes E-tilang ini kalo misal kita pake plat palsu atau ga pake plat motor gimana?;1; etilang ini kalo misal kita pake plat palsu atau ga pake plat motor gimana;['etilang', 'ini', 'kalau', 'misal', 'kita', 'pakai', 'plat', 'palsu', 'atau', 'tidak', 'pakai', 'plat', 'motor', 'bagaimana']
@tololmeroket Sebenernya etle itu difoto pak polisi apa dari cctv ya?;1; sebenernya etle itu difoto pak polisi apa dari cctv ya;['sebenernya', 'etle', 'itu', 'foto', 'pak', 'polisi', 'apa', 'dari', 'cctv', 'iya']
Ini beneran nanya krn gak tau, skrg kan adanya etilang ya. Jdi misal ada orang yg gk punya sim jadi aman gak sih?;1;ini beneran nanya krn gak tau skrg kan adanya etilang ya jdi misal ada orang yg gk punya sim jadi aman gak sih;['ini', 'beneran', 'tanya', 'karena', 'tidak', 'tahu', 'sekarang', 'kan', 'ada', 'etilang', 'iya', 'jadi', 'misal', 'ada', 'orang', 'yang', 'tidak', 'punya', 'sim', 'jadi', 'aman', 'tidak', 'sih']
"Menerima surat tilang elektronik tidak berarti telah ditilang.  Kepolisian RI memberi opsi menyangkal jika tidak melanggar

.
#inibuina
#kartinasukawati
#partaidemokrat
#tips
#ETLE
#tipslalulintas
#infopenting https://t.co/qkx3TO5HpF";1;menerima surat tilang elektronik tidak berarti telah ditilang kepolisian ri memberi opsi menyangkal jika tidak melanggar         ;['terima', 'surat', 'tilang', 'elektronik', 'tidak', 'arti', 'telah', 'tilang', 'polisi', 'ri', 'beri', 'opsi', 'sangkal', 'jika', 'tidak', 'langgar']
https://t.co/eXhDmyfMK9 -  Polantas Tak Boleh Lagi Tilang Pengendara, Polrestabes Palembang Perbanyak ETLE https://t.co/okrBiYhuTA;1;  polantas tak boleh lagi tilang pengendara polrestabes palembang perbanyak etle ;['polisi', 'lalu', 'lintas', 'tidak', 'boleh', 'lagi', 'tilang', 'kendara', 'polrestabes', 'palembang', 'banyak', 'etle']
"Tak Ada Lagi Tilang Manual, Fokuskan Penindakan dengan ETLE

https://t.co/FGksQo00bI

#otomotif #tilang #lalulintas #tilangmanual #tilangelektronik #tilangonline #automotive";1;tak ada lagi tilang manual fokuskan penindakan dengan etle        ;['tidak', 'ada', 'lagi', 'tilang', 'manual', 'fokus', 'tindak', 'dengan', 'etle']
@masTenky @ListyoSigitP @DivHumas_Polri @kompolnas_ri Pasang kamera ETLE juga ditempat buat  SIM  Pak.... ga lulusnya karena memang  ga bisa atau memang dipaksa harus dengan cara kreatif ?;2;    pasang kamera etle juga ditempat buat sim pak ga lulusnya karena memang ga bisa atau memang dipaksa harus dengan cara kreatif ;['pasang', 'kamera', 'etle', 'juga', 'tempat', 'buat', 'sim', 'pak', 'tidak', 'lulus', 'karena', 'memang', 'tidak', 'bisa', 'atau', 'memang', 'paksa', 'harus', 'dengan', 'cara', 'kreatif']
@jogjamnfs Kemaren baca berita katanya tidak ada razia tapi memanfaatkan tilang elektronik itu;1; kemaren baca berita katanya tidak ada razia tapi memanfaatkan tilang elektronik itu;['kemarin', 'baca', 'berita', 'kata', 'tidak', 'ada', 'razia', 'tapi', 'manfaat', 'tilang', 'elektronik', 'itu']
Kantor Imigrasi Kelas I Khusus TPI Batam bersama Polda Kepulauan Riau lakukan integrasi data e-Tilang dengan Sistem Manajemen Informasi Keimigrasian (SIMKIM) guna mencegah Warga Negara Asing yang melanggar aturan lalu lintas (ditilang) mangkir dari kewajiban membayar biaya beban.;1;kantor imigrasi kelas i khusus tpi batam bersama polda kepulauan riau lakukan integrasi data etilang dengan sistem manajemen informasi keimigrasian simkim guna mencegah warga negara asing yang melanggar aturan lalu lintas ditilang mangkir dari kewajiban membayar biaya beban;['kantor', 'imigrasi', 'kelas', 'i', 'khusus', 'tapi', 'batam', 'sama', 'polda', 'pulau', 'riau', 'laku', 'integrasi', 'data', 'etilang', 'dengan', 'sistem', 'manajemen', 'informasi', 'imigrasi', 'simkim', 'guna', 'cegah', 'warga', 'negara', 'asing', 'yang', 'langgar', 'atur', 'lalu', 'lintas', 'tilang', 'mangkir', 'dari', 'wajib', 'bayar', 'biaya', 'beban']
@DikmasLLResBatu @satlantas_mglta pideo in juga donk giat edukasi di #jalursepeda kota #magelang, biar warga tau kalau lawan arus di #jalursepeda itu langgar aturan. Tetap di E-TLE tentu saja biar jera ... Heheheh.;1;  pideo in juga donk giat edukasi di  kota  biar warga tau kalau lawan arus di  itu langgar aturan tetap di etle tentu saja biar jera  heheheh;['pideo', 'in', 'juga', 'donk', 'giat', 'edukasi', 'di', 'kota', 'supaya', 'warga', 'tahu', 'kalau', 'lawan', 'arus', 'di', 'itu', 'langgar', 'atur', 'tetap', 'di', 'etle', 'tentu', 'saja', 'supaya', 'jera', 'heheheh']
Pelaksanaan penindakan kasat mata dengan aplikasi ETLE https://t.co/U5Qsc4zKxa;1;pelaksanaan penindakan kasat mata dengan aplikasi etle ;['laksana', 'tindak', 'kepala', 'satu', 'mata', 'dengan', 'aplikasi', 'etle']
Kapolres Bojonegoro Harapkan Polantas Untuk Kedepankan Tilang Elektronik https://t.co/nmgicnI1Ri;1;kapolres bojonegoro harapkan polantas untuk kedepankan tilang elektronik ;['kapolres', 'bojonegoro', 'harap', 'polisi', 'lalu', 'lintas', 'untuk', 'depan', 'tilang', 'elektronik']
